№ TT,НЕДЕЛЯ,КОЛ-ВО
132,2019-06-24 00:00:00,126513.058543665
132,2019-07-01 00:00:00,62514.8906099422
132,2019-07-08 00:00:00,136382.228053432
132,2019-07-15 00:00:00,137584.217505382
132,2019-07-22 00:00:00,100496.310091664
132,2019-07-29 00:00:00,77221.8429788139
132,2019-08-05 00:00:00,116798.684518942
132,2019-08-12 00:00:00,101155.685754571
132,2019-08-19 00:00:00,107660.094895775
132,2019-08-26 00:00:00,109386.005957324
132,2019-09-02 00:00:00,148036.099358452
132,2019-09-09 00:00:00,72939.7608047418
132,2019-09-16 00:00:00,86360.5606961414
132,2019-09-23 00:00:00,54048.0610809103
132,2019-09-30 00:00:00,107219.816998064
132,2019-10-07 00:00:00,99439.5120372575
132,2019-10-14 00:00:00,115494.331877027
132,2019-10-21 00:00:00,130340.818085983
132,2019-10-28 00:00:00,88495.9356581027
132,2019-11-04 00:00:00,110290.954855232
132,2019-11-11 00:00:00,79074.2726849633
132,2019-11-18 00:00:00,104566.786893799
132,2019-11-25 00:00:00,111222.952044884
132,2019-12-02 00:00:00,92831.4142752461
132,2019-12-09 00:00:00,103111.982110107
132,2019-12-16 00:00:00,126478.155797326
132,2019-12-23 00:00:00,115961.81438137
132,2019-12-30 00:00:00,107780.040625827
132,2020-01-06 00:00:00,103034.666893946
179,2018-01-01 00:00:00,88035.2440120304
179,2018-01-08 00:00:00,115556.360057807
179,2018-01-15 00:00:00,88524.6403037787
179,2018-01-22 00:00:00,116527.958114804
179,2018-01-29 00:00:00,104447.591823203
179,2018-02-05 00:00:00,87823.35497992
179,2018-02-12 00:00:00,94504.0718007548
179,2018-02-19 00:00:00,74094.9043880986
179,2018-02-26 00:00:00,85054.4502573102
179,2018-03-05 00:00:00,74111.4656582449
179,2018-03-12 00:00:00,120408.910511763
179,2018-03-19 00:00:00,113133.356428928
179,2018-03-26 00:00:00,111751.163590797
179,2018-04-02 00:00:00,108126.2608881
179,2018-04-09 00:00:00,102884.135431584
179,2018-04-16 00:00:00,80058.8607644818
179,2018-04-23 00:00:00,90295.3450786328
179,2018-04-30 00:00:00,66069.4208524286
179,2018-05-07 00:00:00,97695.2092266975
179,2018-05-14 00:00:00,80430.0093946894
179,2018-05-21 00:00:00,106166.795055139
179,2018-05-28 00:00:00,106381.151745361
179,2018-06-04 00:00:00,92597.2770257553
179,2018-06-11 00:00:00,139400.316303892
179,2018-06-18 00:00:00,102511.578588006
179,2018-06-25 00:00:00,109840.339151911
179,2018-07-02 00:00:00,97476.1958328477
179,2018-07-09 00:00:00,119597.585491663
179,2018-07-16 00:00:00,114184.764780561
179,2018-07-23 00:00:00,147563.32121664
179,2018-07-30 00:00:00,124651.118775854
179,2018-08-06 00:00:00,93107.9319801442
179,2018-08-13 00:00:00,138756.879906164
179,2018-08-20 00:00:00,118360.093714143
179,2018-08-27 00:00:00,65079.3132198016
179,2018-09-03 00:00:00,112543.315948167
179,2018-09-10 00:00:00,128843.279111048
179,2018-09-17 00:00:00,70024.1885801177
179,2018-09-24 00:00:00,77370.0361722023
179,2018-10-01 00:00:00,81399.2596165033
179,2018-10-08 00:00:00,93932.2926731881
179,2018-10-15 00:00:00,122506.744533536
179,2018-10-22 00:00:00,81296.9901417114
179,2018-10-29 00:00:00,127126.963388136
179,2018-11-05 00:00:00,108692.793493803
179,2018-11-12 00:00:00,114033.164930796
179,2018-11-19 00:00:00,118088.416168307
179,2018-11-26 00:00:00,90478.0691481958
179,2018-12-03 00:00:00,92817.2819140885
179,2018-12-10 00:00:00,95917.3431680117
179,2018-12-17 00:00:00,108561.454156153
179,2018-12-24 00:00:00,98880.6635355631
179,2018-12-31 00:00:00,96249.8289817409
179,2019-01-07 00:00:00,102059.713651458
179,2019-01-14 00:00:00,90418.0476758328
179,2019-01-21 00:00:00,120386.430753542
179,2019-01-28 00:00:00,82868.7711025698
179,2019-02-04 00:00:00,62777.9480869868
179,2019-02-11 00:00:00,103700.937060891
179,2019-02-18 00:00:00,100029.530345783
179,2019-02-25 00:00:00,88648.6605683105
179,2019-03-04 00:00:00,107855.355086527
179,2019-03-11 00:00:00,111438.844201804
179,2019-03-18 00:00:00,82445.1862530181
179,2019-03-25 00:00:00,123457.365911024
179,2019-04-01 00:00:00,79000.5107443661
179,2019-04-08 00:00:00,90033.3824798476
179,2019-04-15 00:00:00,70895.3107382479
179,2019-04-22 00:00:00,101757.802374813
179,2019-04-29 00:00:00,104523.475494198
179,2019-05-06 00:00:00,103292.489261908
179,2019-05-13 00:00:00,104048.320197253
179,2019-05-20 00:00:00,92598.1547167097
179,2019-05-27 00:00:00,129584.366493783
179,2019-06-03 00:00:00,92476.972462024
179,2019-06-10 00:00:00,102798.004857723
179,2019-06-17 00:00:00,79782.1117447109
179,2019-06-24 00:00:00,92192.009746866
179,2019-07-01 00:00:00,101870.181333351
179,2019-07-08 00:00:00,80562.4056056702
179,2019-07-15 00:00:00,117782.473389081
179,2019-07-22 00:00:00,70983.7446594818
179,2019-07-29 00:00:00,126899.42365674
179,2019-08-05 00:00:00,124827.935526571
179,2019-08-12 00:00:00,68609.3541276666
179,2019-08-19 00:00:00,112601.541112309
179,2019-08-26 00:00:00,127694.871010105
179,2019-09-02 00:00:00,103681.049966686
179,2019-09-09 00:00:00,104034.149248393
179,2019-09-16 00:00:00,105055.534645331
179,2019-09-23 00:00:00,120715.84956297
179,2019-09-30 00:00:00,123409.21438029
179,2019-10-07 00:00:00,105869.977563364
179,2019-10-14 00:00:00,80312.3011220813
179,2019-10-21 00:00:00,103409.83314205
179,2019-10-28 00:00:00,51868.0627155022
179,2019-11-04 00:00:00,101436.573924229
179,2019-11-11 00:00:00,130005.588538345
179,2019-11-18 00:00:00,154995.698297643
179,2019-11-25 00:00:00,120621.320585138
179,2019-12-02 00:00:00,76821.7395533184
179,2019-12-09 00:00:00,90549.8602622086
179,2019-12-16 00:00:00,72002.2610541355
179,2019-12-23 00:00:00,82979.3970582671
179,2019-12-30 00:00:00,106199.928686725
179,2020-01-06 00:00:00,132827.222362757
207,2018-01-01 00:00:00,101189.537894046
207,2018-01-08 00:00:00,113186.049865384
207,2018-01-15 00:00:00,119059.404857595
207,2018-01-22 00:00:00,99298.6240724273
207,2018-01-29 00:00:00,76873.113037616
207,2018-02-05 00:00:00,135186.198662732
207,2018-02-12 00:00:00,79289.5224541613
207,2018-02-19 00:00:00,118848.053344149
207,2018-02-26 00:00:00,132786.457925077
207,2018-03-05 00:00:00,127158.200441009
207,2018-03-12 00:00:00,81267.3978012772
207,2018-03-19 00:00:00,120308.78183549
207,2018-03-26 00:00:00,88661.7616228765
207,2018-04-02 00:00:00,97018.8125543906
207,2018-04-09 00:00:00,71180.6324983501
207,2018-04-16 00:00:00,80990.8759147346
207,2018-04-23 00:00:00,121598.235409972
207,2018-04-30 00:00:00,116710.199513797
207,2018-05-07 00:00:00,69154.3008214523
207,2018-05-14 00:00:00,124570.196115375
207,2018-05-21 00:00:00,89133.0271444238
207,2018-05-28 00:00:00,98701.3713138471
207,2018-06-04 00:00:00,89365.192146626
207,2018-06-11 00:00:00,118463.418574654
207,2018-06-18 00:00:00,137419.186132148
207,2018-06-25 00:00:00,58718.3542345229
207,2018-07-02 00:00:00,133256.23742231
207,2018-07-09 00:00:00,123210.883036164
207,2018-07-16 00:00:00,87727.5787089686
207,2018-07-23 00:00:00,98114.3906488492
207,2018-07-30 00:00:00,75214.2843744233
207,2018-08-06 00:00:00,117892.908348184
207,2018-08-13 00:00:00,88044.9942679524
207,2018-08-20 00:00:00,103498.540351093
207,2018-08-27 00:00:00,127883.102826414
207,2018-09-03 00:00:00,113534.065302578
207,2018-09-10 00:00:00,117834.044736832
207,2018-09-17 00:00:00,68741.5336184245
207,2018-09-24 00:00:00,93159.9946758028
207,2018-10-01 00:00:00,102818.291386835
207,2018-10-08 00:00:00,72296.9379648524
207,2018-10-15 00:00:00,115760.977676609
207,2018-10-22 00:00:00,118448.783771561
207,2018-10-29 00:00:00,93582.6363262382
207,2018-11-05 00:00:00,104284.599795214
207,2018-11-12 00:00:00,93894.6710828101
207,2018-11-19 00:00:00,110603.278363373
207,2018-11-26 00:00:00,109675.78763096
207,2018-12-03 00:00:00,112837.681327923
207,2018-12-10 00:00:00,105489.166261192
207,2018-12-17 00:00:00,115158.350752625
207,2018-12-24 00:00:00,124878.44110472
207,2018-12-31 00:00:00,96885.6283105009
207,2019-01-07 00:00:00,114424.328299663
207,2019-01-14 00:00:00,115941.401784868
207,2019-01-21 00:00:00,93826.0178126854
207,2019-01-28 00:00:00,130239.262042073
207,2019-02-04 00:00:00,117148.21820585
207,2019-02-11 00:00:00,92435.0100591777
207,2019-02-18 00:00:00,104896.429895522
207,2019-02-25 00:00:00,108649.67324831
207,2019-03-04 00:00:00,95539.600537184
207,2019-03-11 00:00:00,96084.3744978924
207,2019-03-18 00:00:00,71777.9167096087
207,2019-03-25 00:00:00,122748.77353654
207,2019-04-01 00:00:00,75630.7936499493
207,2019-04-08 00:00:00,136854.21801689
207,2019-04-15 00:00:00,105776.540660174
207,2019-04-22 00:00:00,102122.127749392
207,2019-04-29 00:00:00,113432.374389877
207,2019-05-06 00:00:00,82333.9726982955
207,2019-05-13 00:00:00,54528.3505899177
207,2019-05-20 00:00:00,72571.6642147361
207,2019-05-27 00:00:00,67932.0710801298
207,2019-06-03 00:00:00,127408.351300847
207,2019-06-10 00:00:00,79743.2450864135
207,2019-06-17 00:00:00,77974.6050693655
207,2019-06-24 00:00:00,121337.724981352
207,2019-07-01 00:00:00,110160.730075594
207,2019-07-08 00:00:00,92129.8725809122
207,2019-07-15 00:00:00,94730.5868793744
207,2019-07-22 00:00:00,90666.325078877
207,2019-07-29 00:00:00,109140.075241411
207,2019-08-05 00:00:00,93851.8255812891
207,2019-08-12 00:00:00,125055.238955805
207,2019-08-19 00:00:00,88613.6883935772
207,2019-08-26 00:00:00,104770.17862172
207,2019-09-02 00:00:00,123352.141835358
207,2019-09-09 00:00:00,135908.103455518
207,2019-09-16 00:00:00,118970.673701011
207,2019-09-23 00:00:00,107456.506802165
207,2019-09-30 00:00:00,115874.529946122
207,2019-10-07 00:00:00,104059.196980038
207,2019-10-14 00:00:00,116654.060832148
207,2019-10-21 00:00:00,100545.918204215
207,2019-10-28 00:00:00,93266.0218448772
207,2019-11-04 00:00:00,107226.530718014
207,2019-11-11 00:00:00,113196.675019736
207,2019-11-18 00:00:00,96716.2424112259
207,2019-11-25 00:00:00,87330.6729732576
207,2019-12-02 00:00:00,77614.606002287
207,2019-12-09 00:00:00,104808.448004912
207,2019-12-16 00:00:00,133854.033501603
207,2019-12-23 00:00:00,102305.733099514
207,2019-12-30 00:00:00,123018.591945972
207,2020-01-06 00:00:00,78461.0369321287
9,2018-01-01 00:00:00,104570.600492976
9,2018-01-08 00:00:00,60414.0778703153
9,2018-01-15 00:00:00,115484.678660903
9,2018-01-22 00:00:00,97101.8977097516
9,2018-01-29 00:00:00,121932.457035437
9,2018-02-05 00:00:00,137450.970677545
9,2018-02-12 00:00:00,124576.810248768
9,2018-02-19 00:00:00,97582.6796790887
9,2018-02-26 00:00:00,107121.633784534
9,2018-03-05 00:00:00,90287.7650160966
9,2018-03-12 00:00:00,77063.2914193894
9,2018-03-19 00:00:00,89284.9157656383
9,2018-03-26 00:00:00,86604.0397804085
9,2018-04-02 00:00:00,98359.9773833225
9,2018-04-09 00:00:00,114548.870336927
9,2018-04-16 00:00:00,109372.402271833
9,2018-04-23 00:00:00,69753.7301098324
9,2018-04-30 00:00:00,80792.0572503231
9,2018-05-07 00:00:00,88777.4552872682
9,2018-05-14 00:00:00,93808.5040542825
9,2018-05-21 00:00:00,109056.860431838
9,2018-05-28 00:00:00,76741.8087734245
9,2018-06-04 00:00:00,82817.464271791
9,2018-06-11 00:00:00,107703.397953014
9,2018-06-18 00:00:00,95405.5922416553
9,2018-06-25 00:00:00,121934.604632745
9,2018-07-02 00:00:00,123528.247597545
9,2018-07-09 00:00:00,52363.4829834965
9,2018-07-16 00:00:00,96583.1182160789
9,2018-07-23 00:00:00,82787.4688901938
9,2018-07-30 00:00:00,109593.643969517
9,2018-08-06 00:00:00,95467.7349249398
9,2018-08-13 00:00:00,110053.077617101
9,2018-08-20 00:00:00,119028.652710998
9,2018-08-27 00:00:00,94196.8027097089
9,2018-09-03 00:00:00,100888.757225585
9,2018-09-10 00:00:00,125923.432334087
9,2018-09-17 00:00:00,120993.669502078
9,2018-09-24 00:00:00,120180.0454972
9,2018-10-01 00:00:00,119196.437775845
9,2018-10-08 00:00:00,106676.048361757
9,2018-10-15 00:00:00,99243.9510345355
9,2018-10-22 00:00:00,123973.793723334
9,2018-10-29 00:00:00,120195.017211683
9,2018-11-05 00:00:00,104708.56722716
9,2018-11-12 00:00:00,89611.5686348935
9,2018-11-19 00:00:00,90260.9885727095
9,2018-11-26 00:00:00,129006.058378333
9,2018-12-03 00:00:00,90960.64376143
9,2018-12-10 00:00:00,69420.4782901776
9,2018-12-17 00:00:00,112472.628420222
9,2018-12-24 00:00:00,90346.8147570281
9,2018-12-31 00:00:00,108256.153787036
9,2019-01-07 00:00:00,83285.6996293617
9,2019-01-14 00:00:00,119440.513142121
9,2019-01-21 00:00:00,82635.2021799056
9,2019-01-28 00:00:00,114122.021393533
9,2019-02-04 00:00:00,88700.7527469625
9,2019-02-11 00:00:00,102229.774808705
9,2019-02-18 00:00:00,96603.9005995856
9,2019-02-25 00:00:00,104113.48724311
9,2019-03-04 00:00:00,93856.7948725176
9,2019-03-11 00:00:00,87178.7406918012
9,2019-03-18 00:00:00,107216.564536149
9,2019-03-25 00:00:00,120091.723902779
9,2019-04-01 00:00:00,121517.14545758
9,2019-04-08 00:00:00,84843.4552028936
9,2019-04-15 00:00:00,96481.6228761489
9,2019-04-22 00:00:00,79555.9663957708
9,2019-04-29 00:00:00,119805.114738692
9,2019-05-06 00:00:00,68541.9848436569
9,2019-05-13 00:00:00,130971.202042378
9,2019-05-20 00:00:00,63887.9269564531
9,2019-05-27 00:00:00,111045.489561973
9,2019-06-03 00:00:00,106973.30552552
9,2019-06-10 00:00:00,116899.749729326
9,2019-06-17 00:00:00,91505.300596492
9,2019-06-24 00:00:00,132541.631161953
9,2019-07-01 00:00:00,98228.2958804017
9,2019-07-08 00:00:00,102252.296836462
9,2019-07-15 00:00:00,114038.649344253
9,2019-07-22 00:00:00,89884.5012634105
9,2019-07-29 00:00:00,123488.216834161
9,2019-08-05 00:00:00,96413.7334535242
9,2019-08-12 00:00:00,97649.4438043773
9,2019-08-19 00:00:00,79146.7223122763
9,2019-08-26 00:00:00,68247.3875079136
9,2019-09-02 00:00:00,128689.165490724
9,2019-09-09 00:00:00,123663.378687232
9,2019-09-16 00:00:00,77586.1673160954
9,2019-09-23 00:00:00,109940.184105089
9,2019-09-30 00:00:00,127158.555534188
9,2019-10-07 00:00:00,72965.1665456553
9,2019-10-14 00:00:00,95894.627717695
9,2019-10-21 00:00:00,118944.543297603
9,2019-10-28 00:00:00,114987.944200117
9,2019-11-04 00:00:00,117590.086425477
9,2019-11-11 00:00:00,82137.8015350255
9,2019-11-18 00:00:00,77908.0428362957
9,2019-11-25 00:00:00,108352.980541837
9,2019-12-02 00:00:00,124164.950631629
9,2019-12-09 00:00:00,111259.829035677
9,2019-12-16 00:00:00,102215.807163169
9,2019-12-23 00:00:00,92479.325774007
9,2019-12-30 00:00:00,125248.152158561
9,2020-01-06 00:00:00,117387.157972399
127,2018-01-01 00:00:00,125409.914338859
127,2018-01-08 00:00:00,89509.7493314975
127,2018-01-15 00:00:00,82327.3030097467
127,2018-01-22 00:00:00,132749.076519986
127,2018-01-29 00:00:00,82903.3900972973
127,2018-02-05 00:00:00,67010.7371354944
127,2018-02-12 00:00:00,83914.2745711917
127,2018-02-19 00:00:00,49150.073426767
127,2018-02-26 00:00:00,102479.455368565
127,2018-03-05 00:00:00,129284.956947531
127,2018-03-12 00:00:00,102481.036591276
127,2018-03-19 00:00:00,122861.507757598
127,2018-03-26 00:00:00,77829.4084179006
127,2018-04-02 00:00:00,77672.1811638534
127,2018-04-09 00:00:00,103213.380879018
127,2018-04-16 00:00:00,59635.4020154618
127,2018-04-23 00:00:00,90528.1654393479
127,2018-04-30 00:00:00,89357.7483047399
127,2018-05-07 00:00:00,115243.429556621
127,2018-05-14 00:00:00,115269.297460303
127,2018-05-21 00:00:00,74545.6084041019
127,2018-05-28 00:00:00,131588.311505701
127,2018-06-04 00:00:00,88491.0689083935
127,2018-06-11 00:00:00,121390.319501257
127,2018-06-18 00:00:00,120312.32490281
127,2018-06-25 00:00:00,55644.4345966492
127,2018-07-02 00:00:00,96831.5800337181
127,2018-07-09 00:00:00,81505.3949673674
127,2018-07-16 00:00:00,103211.267787577
127,2018-07-23 00:00:00,118182.93095345
127,2018-07-30 00:00:00,118965.499849872
127,2018-08-06 00:00:00,106746.343828123
127,2018-08-13 00:00:00,76707.1168765302
127,2018-08-20 00:00:00,115187.654812809
127,2018-08-27 00:00:00,120782.157321958
127,2018-09-03 00:00:00,125217.00151684
127,2018-09-10 00:00:00,106635.25804412
127,2018-09-17 00:00:00,83728.4663164966
127,2018-09-24 00:00:00,82275.4996707051
127,2018-10-01 00:00:00,131372.640448883
127,2018-10-08 00:00:00,94535.0826002796
127,2018-10-15 00:00:00,72731.3418528115
127,2018-10-22 00:00:00,96471.3448524985
127,2018-10-29 00:00:00,127470.055300602
127,2018-11-05 00:00:00,100059.650798254
127,2018-11-12 00:00:00,102489.983369987
127,2018-11-19 00:00:00,86699.5245254809
127,2018-11-26 00:00:00,103925.114543825
127,2018-12-03 00:00:00,90692.8218772481
127,2018-12-10 00:00:00,97791.4557249025
127,2018-12-17 00:00:00,82716.64772505
127,2018-12-24 00:00:00,87755.691091122
127,2018-12-31 00:00:00,118739.032157997
127,2019-01-07 00:00:00,105576.618594931
127,2019-01-14 00:00:00,119278.297398501
127,2019-01-21 00:00:00,102233.444874587
127,2019-01-28 00:00:00,108412.589741637
127,2019-02-04 00:00:00,138500.745051711
127,2019-02-11 00:00:00,79837.1400117052
127,2019-02-18 00:00:00,108540.076523074
127,2019-02-25 00:00:00,104712.795854185
127,2019-03-04 00:00:00,72363.9201870549
127,2019-03-11 00:00:00,130290.441275196
127,2019-03-18 00:00:00,70156.6512050032
127,2019-03-25 00:00:00,101363.204459341
127,2019-04-01 00:00:00,83168.4682491182
127,2019-04-08 00:00:00,85996.1688308691
127,2019-04-15 00:00:00,91014.4144017719
127,2019-04-22 00:00:00,79314.8999537218
127,2019-04-29 00:00:00,114994.902099691
127,2019-05-06 00:00:00,125342.919775088
127,2019-05-13 00:00:00,78271.2948189948
127,2019-05-20 00:00:00,61916.6364893137
127,2019-05-27 00:00:00,99501.2572864426
127,2019-06-03 00:00:00,105656.007396638
127,2019-06-10 00:00:00,103655.64537553
127,2019-06-17 00:00:00,95505.3516102202
127,2019-06-24 00:00:00,71847.5951337288
127,2019-07-01 00:00:00,82157.1114381779
127,2019-07-08 00:00:00,104830.690207945
127,2019-07-15 00:00:00,107870.150095732
127,2019-07-22 00:00:00,59218.009784283
127,2019-07-29 00:00:00,86013.9914399864
127,2019-08-05 00:00:00,123849.720303684
127,2019-08-12 00:00:00,90161.1520822523
127,2019-08-19 00:00:00,111273.547947056
127,2019-08-26 00:00:00,110778.494544615
127,2019-09-02 00:00:00,71831.2150757173
127,2019-09-09 00:00:00,101967.472609583
127,2019-09-16 00:00:00,68501.6674209592
127,2019-09-23 00:00:00,105855.043807681
127,2019-09-30 00:00:00,105480.464369748
127,2019-10-07 00:00:00,105928.962043953
127,2019-10-14 00:00:00,117719.116633872
127,2019-10-21 00:00:00,106617.327533337
127,2019-10-28 00:00:00,121101.411807704
127,2019-11-04 00:00:00,91245.745331007
127,2019-11-11 00:00:00,122918.278937462
127,2019-11-18 00:00:00,99604.2282648316
127,2019-11-25 00:00:00,100910.698049414
127,2019-12-02 00:00:00,82290.0855473579
127,2019-12-09 00:00:00,79472.2222531319
127,2019-12-16 00:00:00,97394.0015767939
127,2019-12-23 00:00:00,80770.2780649307
127,2019-12-30 00:00:00,90894.1460330956
127,2020-01-06 00:00:00,102593.003299772
155,2018-01-01 00:00:00,96159.633069944
155,2018-01-08 00:00:00,68752.3031901876
155,2018-01-15 00:00:00,101171.921860577
155,2018-01-22 00:00:00,90734.2555576975
155,2018-01-29 00:00:00,40090.6607505879
155,2018-02-05 00:00:00,110059.380639691
155,2018-02-12 00:00:00,93597.9118434102
155,2018-02-19 00:00:00,149246.276962107
155,2018-02-26 00:00:00,69702.3070005092
155,2018-03-05 00:00:00,83550.8163642136
155,2018-03-12 00:00:00,69857.5866297597
155,2018-03-19 00:00:00,92773.8384501016
155,2018-03-26 00:00:00,117704.503627436
155,2018-04-02 00:00:00,59202.3139727098
155,2018-04-09 00:00:00,90011.2733505676
155,2018-04-16 00:00:00,92542.176469093
155,2018-04-23 00:00:00,106754.063700745
155,2018-04-30 00:00:00,92950.3360972666
155,2018-05-07 00:00:00,101393.207591771
155,2018-05-14 00:00:00,96204.7067311508
155,2018-05-21 00:00:00,80748.3555019036
155,2018-05-28 00:00:00,145738.654096771
155,2018-06-04 00:00:00,89627.0898706028
155,2018-06-11 00:00:00,94091.4128219475
155,2018-06-18 00:00:00,129960.583255316
155,2018-06-25 00:00:00,119032.334309746
155,2018-07-02 00:00:00,112336.351928811
155,2018-07-09 00:00:00,123411.579980362
155,2018-07-16 00:00:00,87394.9250552852
155,2018-07-23 00:00:00,114856.445891517
155,2018-07-30 00:00:00,72906.0853959755
155,2018-08-06 00:00:00,99070.6292874538
155,2018-08-13 00:00:00,130205.61311906
155,2018-08-20 00:00:00,118719.88773006
155,2018-08-27 00:00:00,82771.9573492602
155,2018-09-03 00:00:00,122203.161303106
155,2018-09-10 00:00:00,108312.716891272
155,2018-09-17 00:00:00,97035.0778611332
155,2018-09-24 00:00:00,102352.497006448
155,2018-10-01 00:00:00,128781.240142996
155,2018-10-08 00:00:00,91254.0975802172
155,2018-10-15 00:00:00,113877.885735956
155,2018-10-22 00:00:00,67233.3436168213
155,2018-10-29 00:00:00,107546.774353215
155,2018-11-05 00:00:00,94640.6423591695
155,2018-11-12 00:00:00,86702.9428105215
155,2018-11-19 00:00:00,108730.914931142
155,2018-11-26 00:00:00,65531.6958940063
155,2018-12-03 00:00:00,86282.0645982336
155,2018-12-10 00:00:00,106292.496415229
155,2018-12-17 00:00:00,107705.380408058
155,2018-12-24 00:00:00,114931.519081617
155,2018-12-31 00:00:00,86919.4903005255
155,2019-01-07 00:00:00,107137.098187971
155,2019-01-14 00:00:00,96697.0623754906
155,2019-01-21 00:00:00,137421.405228944
155,2019-01-28 00:00:00,106820.630780108
155,2019-02-04 00:00:00,107725.446840128
155,2019-02-11 00:00:00,108465.541697213
155,2019-02-18 00:00:00,72743.2633899872
155,2019-02-25 00:00:00,112443.326064506
155,2019-03-04 00:00:00,112382.461227493
155,2019-03-11 00:00:00,97398.6242143544
155,2019-03-18 00:00:00,90754.59637596
155,2019-03-25 00:00:00,93521.4137662045
155,2019-04-01 00:00:00,135632.282384098
155,2019-04-08 00:00:00,116486.662815948
155,2019-04-15 00:00:00,98164.4231472705
155,2019-04-22 00:00:00,88029.1426758193
155,2019-04-29 00:00:00,112777.936275334
155,2019-05-06 00:00:00,92862.8504323906
155,2019-05-13 00:00:00,111827.973381223
155,2019-05-20 00:00:00,153450.463294301
155,2019-05-27 00:00:00,70732.9766904399
155,2019-06-03 00:00:00,123302.667024076
155,2019-06-10 00:00:00,103987.880937723
155,2019-06-17 00:00:00,98504.7626039903
155,2019-06-24 00:00:00,117493.233372697
155,2019-07-01 00:00:00,100146.844577914
155,2019-07-08 00:00:00,96157.034111573
155,2019-07-15 00:00:00,104989.436371659
155,2019-07-22 00:00:00,122051.898418693
155,2019-07-29 00:00:00,141968.700867472
155,2019-08-05 00:00:00,110351.098201276
155,2019-08-12 00:00:00,127412.247682017
155,2019-08-19 00:00:00,91440.3394818681
155,2019-08-26 00:00:00,111256.144975229
155,2019-09-02 00:00:00,91795.2834408609
155,2019-09-09 00:00:00,73672.2132298896
155,2019-09-16 00:00:00,134742.558853965
155,2019-09-23 00:00:00,88485.376035035
155,2019-09-30 00:00:00,90978.0868575774
155,2019-10-07 00:00:00,105794.823550792
155,2019-10-14 00:00:00,62420.3054204888
155,2019-10-21 00:00:00,90513.2098519281
155,2019-10-28 00:00:00,101295.18244127
155,2019-11-04 00:00:00,76806.7567061764
155,2019-11-11 00:00:00,110365.125054836
155,2019-11-18 00:00:00,48769.5474132895
155,2019-11-25 00:00:00,60390.4355290744
155,2019-12-02 00:00:00,97919.9231119638
155,2019-12-09 00:00:00,92680.8734041021
155,2019-12-16 00:00:00,156312.015636002
155,2019-12-23 00:00:00,158754.656263173
155,2019-12-30 00:00:00,115353.509549589
155,2020-01-06 00:00:00,85937.7704086583
190,2018-01-01 00:00:00,134759.282712119
190,2018-01-08 00:00:00,89968.4031521609
190,2018-01-15 00:00:00,72961.7045753988
190,2018-01-22 00:00:00,89361.2542200691
190,2018-01-29 00:00:00,57289.0076971257
190,2018-02-05 00:00:00,70259.3642082141
190,2018-02-12 00:00:00,93268.2055797252
190,2018-02-19 00:00:00,116086.015436595
190,2018-02-26 00:00:00,96657.725205876
190,2018-03-05 00:00:00,108764.102217945
190,2018-03-12 00:00:00,65957.2488370421
190,2018-03-19 00:00:00,124215.030276606
190,2018-03-26 00:00:00,132963.587484881
190,2018-04-02 00:00:00,96738.7414256489
190,2018-04-09 00:00:00,110741.229291687
190,2018-04-16 00:00:00,113584.046799002
190,2018-04-23 00:00:00,104372.363333047
190,2018-04-30 00:00:00,109868.705033375
190,2018-05-07 00:00:00,90856.5196465416
190,2018-05-14 00:00:00,115500.232267891
190,2018-05-21 00:00:00,105261.864407328
190,2018-05-28 00:00:00,76293.458964785
190,2018-06-04 00:00:00,145464.515845759
190,2018-06-11 00:00:00,121468.351327926
190,2018-06-18 00:00:00,93056.2611186882
190,2018-06-25 00:00:00,99399.0658993929
190,2018-07-02 00:00:00,71332.3403955775
190,2018-07-09 00:00:00,115862.32416758
190,2018-07-16 00:00:00,112651.487371316
190,2018-07-23 00:00:00,107109.698777092
190,2018-07-30 00:00:00,105300.351905023
190,2018-08-06 00:00:00,72759.5550872051
190,2018-08-13 00:00:00,141852.857012888
190,2018-08-20 00:00:00,137392.818564893
190,2018-08-27 00:00:00,135913.65202659
190,2018-09-03 00:00:00,87446.9069571181
190,2018-09-10 00:00:00,94568.5141641245
190,2018-09-17 00:00:00,100435.96783801
190,2018-09-24 00:00:00,98709.3132991586
190,2018-10-01 00:00:00,100724.187460091
190,2018-10-08 00:00:00,110374.264507769
190,2018-10-15 00:00:00,119273.749494145
190,2018-10-22 00:00:00,95681.5653573507
190,2018-10-29 00:00:00,77772.4474242236
190,2018-11-05 00:00:00,125266.888800446
190,2018-11-12 00:00:00,108025.965384583
190,2018-11-19 00:00:00,80127.9052482972
190,2018-11-26 00:00:00,77572.7301902981
190,2018-12-03 00:00:00,98496.1703072854
190,2018-12-10 00:00:00,76350.1383207605
190,2018-12-17 00:00:00,115151.617263164
190,2018-12-24 00:00:00,92072.2166473499
190,2018-12-31 00:00:00,93049.1764558028
190,2019-01-07 00:00:00,79465.2228894503
190,2019-01-14 00:00:00,126415.495102321
190,2019-01-21 00:00:00,61824.4034762151
190,2019-01-28 00:00:00,92861.7374371182
190,2019-02-04 00:00:00,108315.301236167
190,2019-02-11 00:00:00,93173.6780898064
190,2019-02-18 00:00:00,70418.3624070797
190,2019-02-25 00:00:00,116621.851453185
190,2019-03-04 00:00:00,133270.734313577
190,2019-03-11 00:00:00,106268.154951158
190,2019-03-18 00:00:00,73410.0024266072
